label	addr	ported_namematch	subsystem
FRIENDEXITBASE_ISTRAT	$078133	True	ported
FRIENDKILL_ISTRAT	$07812f	True	ported
FRIENDEXITBASE_STRAT	$07815a	True	ported
FRIEND1_STRAT	$08a60e	True	ported
FRIEND2_STRAT	$08a6ff	True	ported
FRIEND02_INIT	$08ab8d	True	ported
FRIEND02_STRAT	$08ab9a	True	ported
FRIEND0_ISTRAT	$08ab2f	True	ported
FRIEND0_CONT	$08ac6c	True	ported
FRIEND1_ISTRAT	$08a5e2	True	ported
FRIEND2_ISTRAT	$08a6d3	True	ported
FRIEND0_STRAT	$08ab79	True	ported
FIRERINGLASER_L	$09d51e	True	ported
FIRENORMRINGLASER_L	$09d4eb	True	ported
FIREBREATHE2_ISTRAT	$09be97	True	ported
FIREBREATHE_ISTRAT	$09be93	True	ported
FIRE_IRONBALL2	$09f418	True	ported
FIRE_IRONBALL3	$09f499	True	ported
FIRE_IRONBALL	$09f386	True	ported
FIREPILLAR_STRAT	$0adb21	True	ported
FIREPILLAR_ISTRAT	$0adabe	True	ported
FIREFACE_B	$0f8000	True	structural
FIREFACE1_B	$0f8000	True	structural
FIREBREATH	$11edb4	True	ported
FIREFACE_B_F	$0fe24b	True	structural
FIREFACE_B_P	$0fe23c	True	structural
FIREFACE_B_F1	$0fe25f	True	structural
FIRE	$11edb4	True	ported
FIREBALL	$11edb4	True	ported
VIEWLB3MOVE_SROU	$06a590	True	ported
VIEWDIVEGND_ISTRAT	$069484	True	ported
VIEWOUTOFLB1_ISTRAT	$069ab9	True	ported
VIEWOUTOFLB3_ISTRAT	$06a04a	True	ported
VIEWDIVEGND_STRAT	$0694c0	True	ported
VIEWOUTOFLB1_STRAT	$069af8	True	ported
VIEWOUTOFLB3_STRAT	$06a06d	True	ported
VIEWINTOLB1_ISTRAT	$0783a5	True	ported
VIEWINTOLB1_STRAT	$0783ed	True	ported
VIEWOPENING_ISTRAT	$07873b	True	ported
VIEWOPENING_STRAT	$07878e	True	ported
VIEWMOVE_SROU	$0bd085	True	ported
SCREENOFF_L	$02f46a	True	ported
SFISH_STRAT	$0aea6e	True	ported
SFISH_ISTRAT	$0ae9e0	True	ported
SNDTBL	$24899f	True	ported
N3DVECS_L	$1fc436	True	ported
WOODSEXP_ISTRAT	$08b92d	True	ported
WOODS_ISTRAT	$08b7b9	True	ported
WOODSGO_STRAT	$08b838	True	ported
WOODSGO_INIT	$08b80b	True	ported
WOODS_STRAT	$08b7ee	True	ported
EXITSPEC.WHITE	$02e055	True	ported
EXITSPEC.DOFADEDOWN	$02e047	True	other
FLOAT64_SROU_L	$21b804	True	ported
FLOAT256_SROU_L	$21b742	True	other
RELELASERHOME_ISTRAT	$219ef6	True	ported
RELELASER_STRAT	$219eb8	True	ported
FLOATCLSHIP_L	$06ac0e	True	ported
FLOUT_SROU	$21b922	True	other
RELELASER_ISTRAT	$219e5e	True	ported
FLOATCLSHIP2_L	$06ac6e	True	ported
FLOAT32_SROU_L	$21b880	True	other
FLOAT128_SROU_L	$21b79a	True	other
FLOAT_CONT	$21b90b	True	other
RELELASERHOME_STRAT	$219f25	True	ported
RELFLATMISS_ISTRAT	$219c20	True	ported
RELFLATMISS_STRAT	$219c4d	True	ported
EXITOPENSND_ISTRAT	$08f208	True	ported
EXIT_ISTRAT	$08f14d	True	ported
EXITOPEN_STRAT	$08f235	True	ported
EXITLIGHTA_STRAT	$08f1c2	True	ported
EXITLIGHTB_STRAT	$08f1ec	True	ported
EXITOPEN_ISTRAT	$08f20e	True	ported
EXITLIGHT1_ISTRAT	$08f183	True	ported
EXITLIGHT_INIT	$08f1af	True	ported
EXITLIGHT2_ISTRAT	$08f18b	True	ported
EXITLIGHT3_ISTRAT	$08f193	True	ported
EXITLIGHTA_INIT	$08f1b5	True	ported
EXITLIGHTB_INIT	$08f1d4	True	ported
EXITLIGHT4_ISTRAT	$08f19b	True	ported
EXITLIGHT5_ISTRAT	$08f1a3	True	ported
EXITLIGHT6_ISTRAT	$08f1ab	True	ported
EXITCOLL_ISTRAT	$08f148	True	ported
EXITOPENSND2_ISTRAT	$08f1ff	True	ported
SOKUTEN_ISTRAT	$08cfe0	True	ported
SOKUTEN_STRAT	$08d001	True	ported
FNMI_L	$1fbff3	True	structural
WLDIE_ISTRAT	$08d6ac	True	ported
CL_CHASE	$05d778	True	ported
CL_SHIP_CONT	$05d48c	True	ported
PENDCOLB_ISTRAT	$0baf8e	True	ported
PENDCOLRW_ISTRAT	$0bb4b7	True	ported
PENDCOLLW_ISTRAT	$0bb20d	True	ported
INIT_SPRITES_L	$03cef4	True	render_dma
INITFADEWHITE2NORM_L	$02fa32	True	ported
INIT3D_L	$03ad40	True	other
INITGAME_L	$02debd	True	other
INITSCREEN_L	$02ed09	True	other
INITGAME3D_L	$02df86	True	other
INIT_OBJVARS_L	$1fd386	True	ported
INITPLANETS_L	$03b2c1	True	ported
INITBLACK_L	$02f8b9	True	ported
INITIALISE_L	$02de57	True	ported
INITWMAT_L	$03adca	True	other
INITMARIO3D_L	$03ad85	True	other
INIT_STRATS_L	$2181cc	True	ported
INITGAME_STRATS_L	$218000	True	ported
RIGHTWALL_ISTRAT	$09f75f	True	ported
CRUISER1_CONT	$0ab820	True	ported
CRUISER2FIRE_ISTRAT	$0aaf20	True	ported
CRUISER1_STRAT	$0ab762	True	ported
CRUISER2_STRAT	$0ab0be	True	ported
CRUISER2LAUNCHER_STRAT	$0ab0f2	True	ported
CRUISER1_ISTRAT	$0ab719	True	ported
CRUISER2_ISTRAT	$0ab014	True	ported
CRUISER2LAUNCHER_ISTRAT	$0ab0d9	True	ported
CRUISER2FIRE_STRAT	$0ab047	True	ported
INITMEM_L	$0af922	True	other
CRUISER1F_ISTRAT	$0ab71f	True	ported
CRUISER1FALL_ISTRAT	$0ab83b	True	ported
CRUISER1FALL_STRAT	$0ab85e	True	ported
DOSOUNDS_L	$248d16	True	ported
SELECT_SHIP_L	$218184	True	ported
LSEQDOOR1_ISTRAT	$06959e	True	ported
LSEQDOOR2_ISTRAT	$069604	True	ported
SDOOR1_STRAT	$0ab522	True	ported
SDOOR2_STRAT	$0ab61d	True	ported
SDOOR1_ISTRAT	$0ab502	True	ported
SDOOR2_ISTRAT	$0ab5f5	True	ported
MM_STRAT	$00800b	True	structural
HYPERSPACEOUT_STRAT	$0b8b4e	True	ported
HYPERSPACE_ISTRAT	$0b8b94	True	ported
HYPERSPACEOUT_ISTRAT	$0b8b34	True	ported
PHITFLASH_ISTRAT	$0be622	True	ported
HYPER_ISTRAT	$0b8cd0	True	ported
HYPERSPACE_STRAT	$0b8baa	True	ported
REMOVEDEADAL_L	$1fbff4	True	ported
REMOVEDEADAL	$1fbff8	True	ported
REMOVENUKE_ISTRAT	$21a322	True	ported
REMOVE_ISTRAT	$218d14	True	ported
REMOVE_STRAT	$218d14	True	ported
REMOVE_ALPTRS_L	$09a3e1	True	ported
UNDRAWPLANETLINES_L	$03c140	True	render_dma
NUKEEXP_ISTRAT	$21a332	True	ported
NUKEEXP_STRAT	$21a373	True	ported
NUKE_ISTRAT	$21a241	True	ported
NUKE_STRAT	$21a2b4	True	ported
KILL_LIST_L	$02f02c	True	ported
KILL_ISTRAT	$218d09	True	ported
KILL_STRAT	$218d09	True	ported
KILL_ALPTR_LIST_Y_L	$09c0dc	True	ported
KILL_ROBOT_L	$09b1da	True	ported
SUCKOBJ_SROU	$07eb47	True	ported
SUCKBITS_CONT	$07ec01	True	ported
SUCKBITS_ISTRAT	$07ebe4	True	ported
SUCKOBJFAST_SROU	$07eb80	True	ported
SUCKCUBE_ISTRAT	$07ebbd	True	ported
SUCKBITS_STRAT	$07ec01	True	ported
SUCKCUBE_STRAT	$07ebda	True	ported
TELEPORTER_ISTRAT	$2096d0	True	ported
OPEN_L	$00a36f	True	ported
OPENLR_STRAT	$0af10f	True	ported
OPENLRCOL_ISTRAT	$0af161	True	ported
OPENLR_ISTRAT	$0af0e0	True	ported
OPEN_L	$0c8000	True	ported
MULS816LOG16_L	$02f7d3	True	ported
NOFIRE2_AGGV	$0986c3	True	structural
NOFIRE_AGGV	$0986c3	True	structural
WIPE_INIT	$02ddd0	True	other
PEPPERFADE	$7ef14e	True	other
METEOR_ISTRAT.IN	$09939c	True	ported
METEOR_ISTRAT2	$099350	True	ported
METEOR_ISTRAT3	$0993f0	True	ported
METEOR_STRAT	$099412	True	ported
METEOR_ISTRAT	$099383	True	ported
METEOREXP_ISTRAT	$099451	True	ported
METEORCOL_ISTRAT	$099439	True	ported
METEO0_ISTRAT	$0add00	True	ported
ROTPROJ_L	$03d067	True	ported
ROTATE_8XZ_L	$1fc993	True	ported
ROTATE_8YX_L	$1fcc90	True	ported
ROTATE_8YZ_L	$1fcb13	True	ported
ROTATE_16XZ_L	$1fce08	True	math_helper
ROTATE_16YZ_L	$1fce9c	True	math_helper
ROTSFLATSTAY_ISTRAT	$218d62	True	ported
TORPEDO_ISTRAT	$08c76f	True	ported
TORPEDO_STRAT	$08c7a1	True	ported
TORPEDOA_STRAT	$08c841	True	ported
TORPEDOA_INIT	$08c819	True	ported
TORPEDO_CONT	$08c7fe	True	ported
ROTPOS_ALLCHILDREN_L	$09e114	True	ported
VELVECS_L	$1fc0b9	True	ported
VEL3VECS_L	$1fc262	True	ported
SEND_MESSAGE_L	$03ddac	True	ported
UPDATE_OBJECTS_L	$03e15b	True	ported
UPDATEENGINE_SROU_L	$2191e1	True	ported
UPDOOR_ISTRAT	$0af171	True	ported
UPDOOR_STRAT	$0af1a0	True	ported
UPDOORCOL_ISTRAT	$0af20c	True	ported
DUPPLAYER_L	$0bea50	True	ported
SHIPLB1YCHASE_SROU	$06973c	True	ported
SHIPLB1_ISTRAT	$06969b	True	ported
SHIPOUTOFLB3_ISTRAT	$069cc2	True	ported
SHIP0CDOWN_ISTRAT	$06ab2a	True	ported
SHIPOUTOFLB3_STRAT	$069cd9	True	ported
SHIP0CDOWN_STRAT	$06ab45	True	ported
SHIPINTRO_ISTRAT	$07866f	True	ported
SHIPINTRO_STRAT	$0786a9	True	ported
SHIP2OUTSIDE_STRAT	$089ef4	True	ported
SHIP1A_ISTRAT	$08a37e	True	ported
SHIP1A_STRAT	$08a3cb	True	ported
SHIP1AEXP_ISTRAT	$08a4cc	True	ported
SHIP3A_STRAT	$08a15a	True	ported
SHIP3B_STRAT	$08a211	True	ported
SHIP1COL_ISTRAT	$08a4d6	True	ported
SHIP3C_STRAT	$08a247	True	ported
SHIP2INTO_STRAT	$089f51	True	ported
SHIP1A_CONT	$08a4c3	True	ported
SHIP3C_INIT	$08a227	True	ported
SHIP2INTO_INIT	$089f3c	True	ported
SHIP1_ISTRAT	$08a50d	True	ported
SHIP2_ISTRAT	$089e17	True	ported
SHIP2FIRE_CONT	$089ed6	True	ported
SHIP3_ISTRAT	$08a02d	True	ported
SHIP2_CONT	$089ed6	True	ported
SHIP1_STRAT	$08a544	True	ported
SHIP3_CONT	$08a1a2	True	ported
SHIP2_STRAT	$089e63	True	ported
SHIP2OUTSIDE_INIT	$089edf	True	ported
SHIP3_STRAT	$08a06f	True	ported
SDRAGONFLY_STRAT	$0acd99	True	ported
SHIP3A_ISTRAT	$0acc05	True	ported
SHIPS_ISTRAT	$0ab2fc	True	ported
SDRAGONFLY_ISTRAT	$0acd6c	True	ported
SHIPS_STRAT	$0ab313	True	ported
SLOWMETEOR_ISTRAT	$099333	True	ported
SPREAD_STRAT	$21a449	True	ported
SPREADA_INIT	$21a471	True	ported
SPREAD_ISTRAT	$21a41a	True	ported
SPROUTY.WITHDRAW_I	$09a036	True	render_dma
SPROUT2_ISTRAT	$099c79	True	ported
SPROUTT_ISTRAT	$099c2d	True	ported
SPROUT_ISTRAT	$099c37	True	ported
TRUCK_CONT	$08be81	True	ported
TRUCKCOL_ISTRAT	$08bf1d	True	ported
TRUCK_STRAT	$08be78	True	ported
TRUCK_ISTRAT	$08be24	True	ported
TRUCKLAUNCH_ISTRAT	$09d32b	True	ported
TRUCK1_ISTRAT	$0ae5ad	True	ported
TRUCK2_ISTRAT	$0ae5ed	True	ported
TRUCK1_STRAT	$0ae5dc	True	ported
TRUCK2_STRAT	$0ae620	True	ported
HITWALLSOUND_L	$24912e	True	ported
PERC62A_L	$1fd4c0	True	other
PERC56A_L	$1fd4aa	True	other
PERC75A_L	$1fd4d2	True	other
PERC93A_L	$1fd4f7	True	ported
PERC87A_L	$1fd4e0	True	other
HOLDCHECK	$04e3ba	True	structural
PREMOVE	$04e9e3	True	ported
LEXPLODE_STRAT	$06ba7c	True	ported
HITFLASHMEXP_ISTRAT	$21894a	True	ported
HITFLASHSEXP_ISTRAT	$21895c	True	ported
HITFLASHBOSSD_ISTRAT	$21891d	True	ported
HITFLASH_ISTRAT.ICONT	$2189cf	True	ported
HITFLASH_ISTRAT.NOCOL	$218a07	True	ported
HITFLASH_ISTRAT	$2189a5	True	ported
HITFLASHLEXP_ISTRAT	$21896e	True	ported
IRIS_1_ISTRAT	$209b01	True	ported
IRIS_STRAT	$09957b	True	ported
IRIS_ISTRAT	$099525	True	ported
M8_STRAT	$008006	True	structural
NULL_STRAT	$218b95	True	ported
SEPARATEMISSILE_L	$24922e	True	ported
SPEEDLINES_ISTRAT	$09b22a	True	ported
NVELVECS_L	$1fc18d	True	math_helper
NVECS_L	$1fc18f	True	math_helper
NVEL3VECS_L	$1fc42a	True	math_helper
TITLESEQ_L	$1ff99f	True	other
TIT_STRAT	$1ffaed	True	ported
TIT_ISTRAT	$1ffad4	True	ported
OOPSHDMA	$1fde2f	True	render_dma
HOMINGFLAT_ISTRAT	$219a5d	True	ported
HOMINGFLAT_STRAT	$219a80	True	ported
ROUTECHANGEBHOLE1_L	$03c619	True	ported
ROUTECHANGEBHOLE2_L	$03c624	True	ported
ROUTECHANGEBHOLE3_L	$03c62f	True	ported
ROUTECHANGE1_L	$03c5f4	True	ported
ROUTECHANGE2_L	$03c603	True	ported
ROUTECHANGE3_L	$03c60e	True	ported
SPLASH_STRAT	$218cb8	True	ported
SPLASH_ISTRAT	$218c99	True	ported
LSPARK_ISTRAT	$0bac07	True	ported
LSPARK_STRAT	$0bac1c	True	ported
LSPARK_CONT	$0bac35	True	ported
STOPEXPLODE_ISTRAT	$06b727	True	ported
NEWOBJS_L	$03e17e	True	ported
MD_STRAT	$008009	True	structural
UP1MAN_ISTRAT	$08d852	True	ported
UP1MAN_STRAT	$08d915	True	ported
UP1MANCHILD_STRAT	$08da8c	True	ported
UP1MANCHILD1_ISTRAT	$08d9cf	True	ported
UP1MANCHILD2_ISTRAT	$08da0e	True	ported
UP1MANCHILD3_ISTRAT	$08da4d	True	ported
UP1MANHIT_ISTRAT	$08d996	True	ported
FRONTVECS_L	$1fc6d0	True	ported
MGRDRAWDOTRTS	$01a7c3	True	render_dma
MGRDRAWDOT1	$01a80a	True	render_dma
MGRDRAWDOT3	$01a85d	True	render_dma
MGRDRAWDOT4	$01a861	True	render_dma
MGRDRAWDOT	$01a7fe	True	render_dma
MINITDUST_L	$03b1f7	True	other
MINE1_ISTRAT	$08d23f	True	ported
MINUMUSI_ISTRAT	$08d240	True	ported
MINE0_STRAT	$099681	True	ported
MINE0_ISTRAT	$09965c	True	ported
MINE2_ISTRAT	$0ae677	True	ported
MINE2_STRAT	$0ae6c1	True	ported
MINE2EXPNOFIRE_ISTRAT	$0ae7e4	True	ported
MINE2EXP_ISTRAT	$0ae702	True	ported
WHITE_C	$03800c	True	structural
SMOKEP_STRAT	$218fa9	True	ported
SMOKEP_ISTRAT	$218f74	True	ported
PTRN_RING.TRN_ROT1	$04a503	True	structural
WIREMANUP_STRAT	$08d3d4	True	ported
WIREMAN_ISTRAT	$08d241	True	ported
WIREMAN_STRAT	$08d27a	True	ported
WIREMAN2X_STRAT	$08d3a2	True	ported
WIREMAN2YR_STRAT	$08d387	True	ported
WIREMAN2_INIT	$08d329	True	ported
WIREMANDIE_ISTRAT	$08d3e1	True	ported
WIREMAN2YL_STRAT	$08d36c	True	ported
WIREMANUP_INIT	$08d3b6	True	ported
WIREMAN_CONT2	$08d30e	True	ported
WIREMAN_CONT	$08d2ff	True	ported
WIREMAN_INIT	$08d24f	True	ported
UPERM_STRAT	$0ac299	True	ported
UPERM_ISTRAT	$0ac243	True	ported
RESET_SPRITES_L	$03cfad	True	render_dma
RESTART_L	$099910	True	ported
SR16_ACHASE_ALVAR1	$1fd654	True	ported
SR16_ACHASE_ALVAR2	$1fd687	True	ported
SR16_ACHASE_ALVAR3	$1fd6c3	True	ported
SR16_ACHASE_ALVAR4	$1fd708	True	ported
SR16_ACHASE_ALVAR5	$1fd756	True	ported
SR16_ACHASE_ALVAR6	$1fd7ad	True	ported
SR16_ACHASE_ALVAR7	$1fd80d	True	ported
XFLYTOPOS_L	$21b937	True	other
PILLAR3EXPLODE_ISTRAT	$06bda5	True	ported
PILLAREXPLODE_ISTRAT	$06bdae	True	ported
PILLAR3_ISTRAT	$098aa0	True	ported
PILLAR3STAY_STRAT	$098bc1	True	ported
PILLAR3STAY_ISTRAT	$098ba2	True	ported
PILLAR2_STRAT	$0997d0	True	ported
PILLAR3_STRAT	$098acf	True	ported
PILLAR2_ISTRAT	$0997b3	True	ported
PILLAR3FALL_STRAT	$098b8c	True	ported
PILLAR3F_ISTRAT	$0a90e5	True	ported
PILLAR3FFALL_STRAT	$0a91e3	True	ported
PILLAR3FSTAY_ISTRAT	$0a91f9	True	ported
PILLAR3F_STRAT	$0a9106	True	ported
QHMISSILE1_ISTRAT	$2199cd	True	ported
QHMISSILE1_STRAT	$2199ea	True	ported
TUNNEL_ISTRAT	$08e318	True	ported
TUNNELA2_STRAT	$099505	True	ported
TUNNELA_ISTRAT	$0994c0	True	ported
TUNNELA_STRAT	$0994e0	True	ported
FLYINGFISH_ISTRAT	$209b08	True	ported
FLYINLEFT_SROU	$068000	True	ported
FLYINRIGHT_SROU	$06807e	True	ported
FLYPILLARS_ISTRAT	$08d06d	True	ported
FLYPILLAR_STRAT	$08d11d	True	ported
FLYPILLAR_ISTRAT	$08d09d	True	ported
FLY_STRAT	$0981ab	True	ported
FLYDEAD_STRAT	$098647	True	ported
FLYHITGND_ISTRAT	$09866c	True	ported
FLYHITGND_STRAT	$09869c	True	ported
FLYLR_ISTRAT	$0981eb	True	ported
TREE1_ISTRAT	$099b33	True	ported
TREE2_ISTRAT	$099a74	True	ported
TREE3_ISTRAT	$099a6c	True	ported
FLYR_ISTRAT	$098211	True	ported
FLY2_ISTRAT	$09835a	True	ported
TREE1_ISTRAT2	$099b76	True	ported
FLY3_ISTRAT	$0984cc	True	ported
FLY4_ISTRAT	$0985b8	True	ported
TREE2_ISTRAT2	$099ae4	True	ported
FLYR_STRAT	$098224	True	ported
FLY2_STRAT	$098367	True	ported
FLY3_STRAT	$0984e6	True	ported
FLY_ISTRAT	$098151	True	ported
FLY4_STRAT	$0985d3	True	ported
FLYDEAD_ISTRAT	$098636	True	ported
MOTHER1_ISTRAT	$04f5d3	True	ported
MOTHER2_ISTRAT	$04f62d	True	ported
DO_CIRCLE_EXPLOSION_L	$02d93c	True	other
DO_BGM_INIT	$24881e	True	audio
DO_SPRITES_L	$03cf63	True	ported
DO_COLL_L	$1fd252	True	ported
DO_HPOSITIONS_L	$02d822	True	render_dma
DO_BGM_CONTINUE	$248952	True	audio
DO_WINDOW_WIPE_L	$02ddfa	True	other
DO_STRAT_L	$1fd283	True	ported
IMPLODE_STRAT	$06b317	True	ported
IMPLODE_ISTRAT	$06b2f1	True	ported
SKILLFLY_ISTRAT	$09f852	True	ported
SOUND5LEN	$009424	True	audio
SOUND0	$188000	True	ported
SOUND1	$18a8c2	True	ported
SOUND4	$19ffb2	True	ported
SOUND5	$1a927e	True	ported
SOUND6	$1ba6a2	True	ported
GROUNDPILON_ISTRAT	$0af79a	True	ported
GROUNDPILON_STRAT	$0af7b7	True	ported
SETINIDISP1_L	$02f442	True	other
SETGAMEPAL_L	$02eff5	True	render_dma
SETCHARMAPFROMMAP_L	$02eede	True	ported
SETFADEDOWNDO	$03e640	True	other
SETBGINFOREQ_L	$03e3ff	True	other
SETCHARMAPGAME_L	$02eeeb	True	map_menu
SETOBJTOBECHILDXY_SROU	$1fdc6d	True	other
SETOBJTOBECHILDYX_SROU	$1fdc58	True	other
SETRESTARTFADE_L	$03e36d	True	other
SETPORT3_L	$2492a6	True	ported
SETCHARMAPPLAN_L	$03c505	True	map_menu
SETNOCLASH_L	$02f453	True	other
SETBOSS_L	$1fe43a	True	ported
SET_NORMCOLLPTRSX_L	$1fd432	True	other
SET_0COLLPTRSX_L	$1fd468	True	other
SET_NORMCOLLPTRSY_L	$1fd44d	True	other
SET_0COLLPTRSY_L	$1fd47c	True	other
SETUPPLANETPAL_L	$03c053	True	render_dma
SETFADEQUPDO	$03e64c	True	other
SETCHARMAPFOX_L	$03dc93	True	map_menu
SETPAL_L	$02efc7	True	render_dma
SETFADEUPDO	$03e634	True	other
SETBG_L	$03e935	True	other
SETFADEQDOWNDO	$03e658	True	other
SETBGINFO_L	$03e3f5	True	ported
SETUP_PLANETS_L	$03c227	True	other
SETBLACK_L	$02f8e7	True	ported
SETYPLAYERSHAPE_L	$218104	True	ported
SETOUTEXP_SROU	$06b07d	True	ported
SET_RESTART_POSITION_L	$0998c7	True	other
SET_PLAYERTOCSLOW_L	$0baaa1	True	ported
SET_PLAYERONPLANET_L	$0bbaf1	True	ported
SET_PLAYERCLEARCOLONY_L	$0baa0f	True	ported
SET_PLAYERINCOLONY_L	$0bc55b	True	ported
SET_PLAYERINSTEXIT_L	$0bc2c4	True	ported
SET_PLAYERCLEARSHIP_L	$0b97ea	True	ported
SET_PLAYEROUTOFLB1_L	$0ba514	True	ported
SET_PLAYEROUTOFLB2_L	$0ba6a2	True	ported
SET_PLAYEROUTOFLB3_L	$0ba8e6	True	ported
SET_PLAYERCLEARTURN_L	$0b9d55	True	ported
SET_PLAYERCLEARSHIP2_L	$0b9ac0	True	ported
SET_PLAYERONBRIDGE_L	$0bbe4b	True	ported
SET_PLAYERTURN180_L	$0bc7f9	True	ported
SET_PLAYERCLEARUNDER_L	$0ba112	True	ported
SET_PLAYERCRED_L	$0bb553	True	ported
SET_PLAYERDIVE_L	$0b9e3e	True	ported
SET_PLAYERINNUCLEUS_L	$0bc686	True	ported
SET_PLAYEROUTOFLB2A_L	$0ba636	True	ported
SET_PLAYERTUNNELTOONPLANET_L	$0b87fb	True	ported
SET_PLAYEREXITBASE_L	$0b8ec1	True	ported
SET_PLAYEROUTOFCOCK_L	$0bcc7e	True	ported
SET_PLAYERINSTUNNEL_L	$0bc027	True	ported
SET_PLAYERONWATER_L	$0bbd29	True	ported
SET_PLAYERINLTEXIT_L	$0bc470	True	ported
SET_PLAYERWARP_L	$0ba21c	True	ported
SET_PLAYERESCAPENUCLEUS_L	$0b942b	True	ported
SET_PLAYERINMTEXIT_L	$0bc39a	True	ported
SET_PLAYERINLTUNNEL_L	$0bc1cb	True	ported
SET_PLAYERWASHENT_L	$0baa58	True	ported
SET_PLAYERUNDERGND_L	$0bbc12	True	ported
SET_PLAYERCLEARCHASE_L	$0b9f24	True	ported
SET_PLAYERINSPACE_L	$0bb86f	True	ported
SET_PLAYERCLEARBRIDGE_L	$0b933b	True	ported
SET_PLAYERINMTUNNEL_L	$0bc0f9	True	ported
SET_PLAYERCLEAREARTH_L	$0b9719	True	ported
SET_PLAYERINTOCOCK_L	$0bc880	True	ported
SET_PLAYERINTOLB1_L	$0b9247	True	ported
SET_PLAYERCLEARDEMO_L	$0b954c	True	ported
SET_PLAYERDIVEGND_L	$0b8d05	True	ported
SET_PLAYERWARPOUT_L	$0b895c	True	ported
SMPULL_L	$0afc1c	True	other
SMPUSH_L	$0afbbf	True	other
VOLROCK_ISTRAT	$0ad9bc	True	ported
VOLPLASMA_STRAT	$0ad8d6	True	ported
VOLPLASMA_ISTRAT	$0ad883	True	ported
VOLROCK_STRAT	$0ada51	True	ported
VOLCANO_ISTRAT	$0ad763	True	ported
VOLROCKDOWN_ISTRAT	$0adbe5	True	ported
VOLCANO_STRAT	$0ad7c1	True	ported
VOLROCKDOWN_STRAT	$0adc27	True	ported
EXPLODE2_C	$038538	True	structural
EXPLODE3_C	$03853a	True	structural
EXPLODE_A1	$038837	True	structural
EXPLODE_A2	$038840	True	structural
EXPLODE_A3	$038851	True	structural
EXPLODE_C	$038536	True	structural
PEXPLODEPARTICLES	$04e9dd	True	ported
PEXPLODE	$04e9e2	True	ported
EXPLODE_STRAT	$06baa6	True	ported
EXPLODEBIGPARTS_ISTRAT	$06b6fd	True	ported
EXPPIECEEXP_ISTRAT	$06b6ee	True	ported
EXPLODEDEBRIS_ISTRAT	$06b4d3	True	ported
EXPLODEGATE2_ISTRAT	$06bd4c	True	ported
EXPPIECE_ISTRAT	$06b659	True	ported
EXPSPIECE_ISTRAT	$06b603	True	ported
EXPLODE_ICONT	$06b7ae	True	ported
EXPLODE_ISTRAT	$06b758	True	ported
EXPLODE_END	$06bac1	True	ported
EXPSPIECE_STRAT	$06b62c	True	ported
EXPPIECE_STRAT	$06b6af	True	ported
EXPLODEDEBRIS_ICONT	$06b4fa	True	ported
PEXPLODE_ISTRAT	$0be626	True	ported
MO_STRAT	$05800b	True	structural
MSH_ROTPOINTS8	$018938	True	ported
MSH_ROTPOINTS16	$018709	True	ported
MSH_ROTPOINTSX8	$0189af	True	ported
MSHOWOBJEXIT_NOTDRAWN	$018ecb	True	render_dma
MSH_ROTPOINTSX16	$018790	True	ported
MSH_ROTPOINTS8_16	$01881f	True	ported
MSH_ROTPOINTSX8_16	$0188af	True	ported
MSHOWGRID_L	$03b009	True	other
MSHOWDUST_L	$03b207	True	other
VOFSOFFPLEASE_L	$03e88c	True	audio
VOFSONPLEASE_L	$03e865	True	audio
PUFF_ISTRAT	$218f03	True	ported
PUFF_STRAT	$218f31	True	ported
